year,ku,kun,status,name,party,party_code,previous,wl,voteshare,age,nocand,rank,vote,eligible,turnout,exp
2000,hiroshima,5,0,"SASAKI, SHUICHI",DPJ,3,0,0,32.3,45,4,2,59332,288797,65.6,7214660
2000,hiroshima,5,0,"KAKUTANI, SUSUMU",JCP,2,0,0,7,53,4,3,12806,288797,65.6,1404184
2000,hiroshima,5,0,"MORI, SATORUA",independent,99,0,0,2,51,4,4,3769,288797,65.6,500000
2000,hiroshima,6,1,"KAMEI, SHIZUKA",LDP,1,8,1,57.9,63,3,1,138790,345351,71.8,15843830
2000,hiroshima,6,0,"SATO, KOJI",LP,18,1,2,33.9,40,3,2,81181,345351,71.8,6800599
2000,hiroshima,6,0,"MURAKAMI, YOSHIHIKO",JCP,2,0,0,8.2,62,3,3,19640,345351,71.8,1793458
2000,hiroshima,7,0,"MIYAZAWA, YOICHI",LDP,1,1,1,55.7,50,3,1,112145,361333,57.6,21371594
2000,hiroshima,7,0,"YAMADA, TOSHIMASA",DPJ,3,1,2,34,50,3,2,68500,361333,57.6,9999590
2000,hiroshima,7,0,"MORIKAWA, MIKIE",JCP,2,0,0,10.3,50,3,3,20765,361333,57.6,1524392
2000,hokkaido,1,1,"YOKOMICHI, TAKAHIRO",DPJ,3,6,1,50.7,59,4,1,132514,431448,61.9,14525351
2000,hokkaido,1,0,"KIMOTO, YOSHITAKA",LDP,1,0,0,29.1,56,4,2,76047,431448,61.9,15989891
2000,hokkaido,1,0,"KOMURA, TEIZO",JCP,2,0,0,12.3,53,4,3,32267,431448,61.9,2739950
2000,hokkaido,1,0,"HATTA, NOBUYUKI",LP,18,0,0,7.9,55,4,4,20554,431448,61.9,4822871
2000,hokkaido,2,1,"YOSHIKAWA, TAKAMORI",LDP,1,1,1,31.2,49,6,1,76276,407658,61.5,17772197
2000,hokkaido,2,0,"ISHIDA, YUKIKO",DPJ,3,0,0,26.1,50,6,2,63965,407658,61.5,10931973
2000,hokkaido,2,0,"KAMI, TOMOKO",JCP,2,0,0,24.7,45,6,3,60461,407658,61.5,3493605
2000,hokkaido,2,0,"MATSUKI, KENKO",independent,99,0,0,8.1,41,6,4,19775,407658,61.5,7639123
2000,hokkaido,2,0,"ASANO, TAKAO",SDP,9,0,0,6.4,44,6,5,15722,407658,61.5,4273833
2000,hokkaido,2,0,"FUJITA, TSUTOMU",jiyu-rengo,10,0,0,3.5,38,6,6,8456,407658,61.5,9490468
2000,hokkaido,3,2,"ARAI, SATOSHI",DPJ,3,1,1,40.5,54,4,1,96653,408472,59.9,15186733
2000,hokkaido,3,1,"ISHIZAKI, GAKU",LDP,1,1,0,38,44,4,2,90694,408472,59.9,12199335
2000,hokkaido,3,1,"KODAMA, KENJI",JCP,2,4,2,17.4,67,4,3,41499,408472,59.9,3299351
2000,hokkaido,3,0,"YOKOYAMA, MITSUHIRO",jiyu-rengo,10,0,0,4.2,50,4,4,9909,408472,59.9,18035456
2000,hokkaido,4,1,"SATO, SHIZUO",LDP,1,4,1,42.9,58,3,1,88825,323930,65.7,10629695
2000,hokkaido,4,2,"IKEDA, RYUICHIA",DPJ,3,1,0,39.5,55,3,2,81805,323930,65.7,20288779
2000,hokkaido,4,0,"KOTOSAKA, TEIKO",JCP,2,0,0,17.5,64,3,3,36257,323930,65.7,3627676
2000,hokkaido,5,1,"MACHIMURA, NOBUTAKA",LDP,1,6,1,46,55,4,1,123680,423362,65.4,21105706
2000,hokkaido,5,0,"KOBAYASHI, CHIYOMI",DPJ,3,0,0,31.4,31,4,2,84631,423362,65.4,16358912
2000,hokkaido,5,0,"MIYAUCHI, SATOSHI",JCP,2,0,0,13,37,4,3,35006,423362,65.4,3094710
2000,hokkaido,5,0,"ONO, KENTARO",LP,18,0,0,9.6,38,4,4,25845,423362,65.4,8080429
2000,hokkaido,6,1,"SASAKI, HIDENORI",DPJ,3,4,1,39.9,65,4,1,70680,293826,61.3,17726831
2000,hokkaido,6,2,"IMAZU, HIROSHI",LDP,1,2,0,38.9,53,4,2,68781,293826,61.3,10566786
2000,hokkaido,6,0,"MASHITA, NORIKO",JCP,2,0,0,12.1,43,4,3,21376,293826,61.3,3672888
2000,hokkaido,6,0,"NISHIKAWA, MASAHITO",LP,18,0,0,9.1,31,4,4,16104,293826,61.3,10180732
2000,hokkaido,7,1,"KANETA, EIKO",LDP,1,3,1,49.2,57,3,1,94290,272433,71.9,21828219
2000,hokkaido,7,0,"SAKURABA, YASUKI",DPJ,3,0,0,44.6,58,3,2,85553,272433,71.9,12223336
2000,hokkaido,7,0,"MASHIKO, MASATADA",JCP,2,0,0,6.2,54,3,3,11889,272433,71.9,2915156
2000,hokkaido,8,1,"HACHIRO, YOSHIO",DPJ,3,4,1,47.3,52,3,1,123638,422516,63.5,13733785
2000,hokkaido,8,1,"SATO, KOKO",LDP,1,11,0,42.7,72,3,2,111551,422516,63.5,14213957
2000,hokkaido,8,0,"HARADA, YUKO",JCP,2,0,0,10.1,51,3,3,26345,422516,63.5,4239217
2000,hokkaido,9,1,"HATOYAMA, YUKIO",DPJ,3,5,1,45.5,53,3,1,131500,423561,69.6,16206426
2000,hokkaido,9,0,"IWAKURA, HIROFUMI",LDP,1,1,2,44.6,50,3,2,128975,423561,69.6,27179308
2000,hokkaido,9,0,"TAZAWA, YUICHI",JCP,2,0,0,10,34,3,3,28840,423561,69.6,3574617
2000,hokkaido,10,1,"KODAIRA, TADAMASA",DPJ,3,4,1,48.2,58,3,1,106221,320900,70.5,14745119
2000,hokkaido,10,0,"YAMASHITA, TAKAFUMI",LDP,1,0,0,39.6,47,3,2,87196,320900,70.5,8203631
2000,hokkaido,10,0,"TANAKA, YUMIO",JCP,2,0,0,12.2,56,3,3,26875,320900,70.5,5158903
2000,hokkaido,11,1,"NAKAGAWA, SHOICHI",LDP,1,6,1,57.7,46,3,1,112297,286607,69.2,20427639
2000,hokkaido,11,0,"IDETA, MOTOKO",DPJ,3,0,0,29.6,53,3,2,57486,286607,69.2,12062566
2000,hokkaido,11,0,"ASANUMA, FUTAE",JCP,2,0,0,12.7,45,3,3,24717,286607,69.2,3137470
2000,hokkaido,12,1,"TAKEBE, TSUTOMU",LDP,1,4,1,53.2,59,3,1,100502,270876,71,19190135
2000,hokkaido,12,2,"NAGAI, TETSUO",DPJ,3,1,0,39.3,50,3,2,74163,270876,71,13224555
2000,hokkaido,12,0,"MURAGUCHI, TERUMI",JCP,2,0,0,7.5,64,3,3,14109,270876,71,3141177
2000,hokkaido,13,1,"KITAMURA, NAOTO",LDP,1,5,1,46.9,52,5,1,86567,290199,65.2,24605343
2000,hokkaido,13,0,"NAKANO, HIROKO",DPJ,3,0,0,30.2,41,5,2,55732,290199,65.2,15758496
2000,hokkaido,13,1,"WANIBUCHI, TOSHIYUKI",LP,18,1,0,13.6,63,5,3,25169,290199,65.2,18716450
2000,hokkaido,13,0,"SHIBUYA, HAJIME",JCP,2,0,0,8.7,53,5,4,16055,290199,65.2,3592678
2000,hokkaido,13,0,"KATO, SHINICHI",others,100,0,0,0.6,32,5,5,1071,290199,65.2,1005789
2000,hyogo,1,1,"ISHII, HAJIME",DPJ,3,9,1,34.9,65,4,1,62431,328379,56.6,7929074
2000,hyogo,1,1,"SUNADA, KEISUKE",LDP,1,2,2,34.8,66,4,2,62166,328379,56.6,9186686
2000,hyogo,1,0,"FUJIMATSU, MAMORU",JCP,2,0,0,25.9,41,4,3,46303,328379,56.6,2745965
2000,hyogo,1,0,"TOKUDA, KYOZO",jiyu-rengo,10,0,0,4.4,29,4,4,7806,328379,56.6,2747425
2000,hyogo,2,1,"AKABA, KAZUYOSHI",CGP,5,2,1,43.3,42,3,1,79750,350787,57.4,11073657
2000,hyogo,2,0,"HIRAMATSU, JUNKO",JCP,2,0,0,36.2,50,3,2,66820,350787,57.4,3699760
2000,hyogo,2,0,"SAKURAI, YOSHIO",jiyu-rengo,10,0,0,20.5,44,3,3,37762,350787,57.4,4064386
2000,hyogo,3,1,"DOI, RYUICHI",DPJ,3,3,1,36.5,61,5,1,66547,320218,58.7,11483296
2000,hyogo,3,0,"IGAWA, HIROMITSU",LDP,1,0,0,27.5,58,5,2,50036,320218,58.7,9848649
2000,hyogo,3,2,"OKAZAKI, HIROMI",NJSP,21,2,0,19.1,49,5,3,34809,320218,58.7,5518300
2000,hyogo,3,0,"MATSUMOTO, KATSUO",JCP,2,0,0,11.7,55,5,4,21307,320218,58.7,3126366
2000,hyogo,3,0,"TAGAWA, TOYOAKI",jiyu-rengo,10,0,0,5.2,36,5,5,9471,320218,58.7,5878887
2000,hyogo,4,1,"INOUE, KIICHI",CP,30,5,1,64.9,68,3,1,143441,408776,57.7,18889984
2000,hyogo,4,0,"SEO, KAZUSHI",JCP,2,0,0,23.3,41,3,2,51488,408776,57.7,3081156
2000,hyogo,4,0,"UOI, KENICHI",jiyu-rengo,10,0,0,11.8,51,3,3,26103,408776,57.7,3617307
2000,hyogo,5,1,"TANI, YOICHI",LDP,1,9,1,42.3,73,5,1,105230,356786,71.4,23616133
2000,hyogo,5,2,"YOSHIOKA, KENJI",DPJ,3,2,0,35.5,62,5,2,88402,356786,71.4,10143095
2000,hyogo,5,0,"KAJIWARA, YASUHIRO",LP,18,0,0,11.9,43,5,3,29540,356786,71.4,15650983
2000,hyogo,5,0,"NISHIMOTO, YOSHIHIRO",JCP,2,0,0,7.4,52,5,4,18348,356786,71.4,3130251
2000,hyogo,5,0,"SAITO, YOSHIAKI",jiyu-rengo,10,0,0,2.9,51,5,5,7270,356786,71.4,4437031
2000,hyogo,6,1,"KOIKE, YURIKO",CP,30,3,1,33.8,47,5,1,84647,447232,57.8,6894014
2000,hyogo,6,0,"ICHIMURA, KOICHIRO",DPJ,3,0,0,29.5,35,5,2,73931,447232,57.8,5618940
2000,hyogo,6,1,"NAKAGAWA, TOMOKO",SDP,9,2,2,22.3,52,5,3,55788,447232,57.8,6014050
2000,hyogo,6,0,"MAEDA, ERIKO",JCP,2,0,0,12.3,50,5,4,30887,447232,57.8,2835730
2000,hyogo,6,0,"ASAKURA, TAEKO",jiyu-rengo,10,0,0,2.1,56,5,5,5141,447232,57.8,2597425
2000,hyogo,7,1,"DOI, TAKAKO",SDP,9,10,1,62.8,71,4,1,144168,408028,58.8,10115003
2000,hyogo,7,0,"NODA, KAZUSA",CP,30,0,0,20.6,26,4,2,47303,408028,58.8,8808123
2000,hyogo,7,0,"KAWAUCHI, KAZUO",JCP,2,0,0,11.4,52,4,3,26209,408028,58.8,2838633
2000,hyogo,7,0,"MAKINO, SHOKO",jiyu-rengo,10,0,0,5.2,41,4,4,11831,408028,58.8,3633352
2000,hyogo,8,1,"FUYUSHIBA, TETSUZO",CGP,5,4,1,35.2,63,5,1,75380,380961,57.6,14867583
2000,hyogo,8,0,"MUROI, KUNIHIKO",independent,99,0,0,23.4,53,5,2,50246,380961,57.6,6945773
2000,hyogo,8,1,"FUJIKI, YOKO",JCP,2,2,2,20,67,5,3,42902,380961,57.6,2718188
2000,hyogo,8,0,"KITAGAWA, RENKO",SDP,9,1,2,16.7,46,5,4,35740,380961,57.6,8650361
2000,hyogo,8,0,"MATSUO, MASAO",jiyu-rengo,10,0,0,4.7,52,5,5,10040,380961,57.6,3469337
2000,hyogo,9,1,"MIYAMOTO, ICHIZO",LDP,1,3,1,33.3,68,5,1,70119,360896,60.1,17029456
2000,hyogo,9,0,"NISHIMURA, YASUTOSHI",independent,99,0,0,30.6,37,5,2,64630,360896,60.1,3644212
2000,hyogo,9,0,"FUJIMOTO, KINZO",DPJ,3,0,0,24,58,5,3,50677,360896,60.1,7525983
2000,hyogo,9,0,"ICHIKAWA, YUKIMI",JCP,2,0,0,10.9,62,5,4,22946,360896,60.1,3117211
2000,hyogo,9,0,"YOSHIMURA, SHUICHI",jiyu-rengo,10,0,0,1.2,30,5,5,2502,360896,60.1,3116350
2000,hyogo,10,2,"TOKAI, KISABURO",LDP,1,4,1,46.7,52,5,1,93554,334006,61.9,22967183
2000,hyogo,10,0,"TSUJI, YASUHIRO",DPJ,3,0,0,28.1,44,5,2,56316,334006,61.9,10521726
2000,hyogo,10,1,"SHIOTA, SUSUMU",LP,18,5,2,13.8,74,5,3,27721,334006,61.9,9241656
2000,hyogo,10,0,"OSUGI, TETSUO",JCP,2,0,0,8.7,52,5,4,17508,334006,61.9,2458459
2000,hyogo,10,0,"NAKAJIMA, JUNKO",jiyu-rengo,10,0,0,2.6,48,5,5,5146,334006,61.9,2816175
2000,hyogo,11,0,"MATSUMOTO, TAKEAKI",DPJ,3,1,1,47.4,41,4,1,101566,369949,59.5,4451885
2000,hyogo,11,1,"TOIDA, TORU",LDP,1,1,0,40.9,48,4,2,87624,369949,59.5,14227101
2000,hyogo,11,0,"KOIKE, KAZUYA",JCP,2,0,0,8.4,54,4,3,18056,369949,59.5,2043050
2000,hyogo,11,0,"HATTORI, CHIAKI",jiyu-rengo,10,0,0,3.3,40,4,4,7119,369949,59.5,3025175
2000,hyogo,12,0,"YAMAGUCHI, TSUYOSHI",independent,99,1,1,47.5,45,4,1,104060,311398,71.7,13443308
2000,hyogo,12,1,"KOMOTO, SABURO",LDP,1,1,0,45,49,4,2,98629,311398,71.7,22014817
2000,hyogo,12,0,"OTA, KIYOYUKI",JCP,2,0,0,6,45,4,3,13088,311398,71.7,2232140
2000,hyogo,12,0,"YAMAGUCHI, AYUMU",jiyu-rengo,10,0,0,1.5,27,4,4,3263,311398,71.7,3116175
2000,ibaragi,1,1,"AKAGI, NORIHIKO",LDP,1,3,1,59,41,5,1,132229,400269,57.9,8383919
2000,ibaragi,1,0,"SATO, YUMI",DPJ,3,0,0,23.7,31,5,2,53184,400269,57.9,8387339
2000,ibaragi,1,0,"TAKASAWA, KATSUICHI",SDP,9,0,0,8.3,57,5,3,18573,400269,57.9,5716716
2000,ibaragi,1,0,"TATANI, TAKEO",JCP,2,0,0,7.7,48,5,4,17246,400269,57.9,2422739
2000,ibaragi,1,0,"GUNJI, TAKAO",jiyu-rengo,10,0,0,1.3,54,5,5,2968,400269,57.9,6637435
2000,ibaragi,2,1,"NUKAGA, FUKUSHIRO",LDP,1,6,1,67.2,56,3,1,135296,345364,59.8,13055554
2000,ibaragi,2,0,"TOKOI, YOSHIHARU",DPJ,3,0,0,27.2,44,3,2,54698,345364,59.8,14295532
2000,ibaragi,2,0,"YOKOKURA, TATSUSHI",JCP,2,0,0,5.6,61,3,3,11354,345364,59.8,2328802
2000,ibaragi,3,1,"HANASHI, NOBUYUKI",LDP,1,12,1,47.8,71,4,1,97972,363441,58.3,7930232
2000,ibaragi,3,0,"KOIZUMI, TOSHIAKI",DPJ,3,1,2,38.7,43,4,2,79230,363441,58.3,12177811
2000,ibaragi,3,0,"UENO, TAKASHI",JCP,2,0,0,10.1,35,4,3,20755,363441,58.3,.
2000,ibaragi,3,0,"MIYAZAKI, HISATSUNE",independent,99,0,0,3.4,52,4,4,6867,363441,58.3,1532371
2000,ibaragi,4,0,"KAJIYAMA, HIROSHI",LDP,1,1,1,83.4,44,2,1,139817,295726,59.6,10930461
2000,ibaragi,4,0,"OOWADA, KIICHI",JCP,2,0,0,16.6,73,2,2,27927,295726,59.6,2414511
2000,ibaragi,5,1,"OHATA, AKIHIRO",DPJ,3,4,1,45.7,52,4,1,65995,235371,62.4,13557827
2000,ibaragi,5,1,"OKABE, HIDEO",LDP,1,1,0,43.2,71,4,2,62375,235371,62.4,13531201
2000,ibaragi,5,0,"MUTO, HIROMITSU",LP,18,0,0,5.7,56,4,3,8177,235371,62.4,4781388
2000,ibaragi,5,0,"OSONE, KATSUMASA",JCP,2,0,0,5.4,57,4,4,7773,235371,62.4,2017119
2000,ibaragi,6,1,"NIWA, YUYA",LDP,1,8,1,56.5,56,4,1,125581,397106,57.4,12000168
2000,ibaragi,6,0,"IGARASHI, HIROKO",DPJ,3,0,0,23.1,56,4,2,51292,397106,57.4,9342293
2000,ibaragi,6,1,"FUTAMI, NOBUAKI",LP,18,8,0,11.7,65,4,3,26091,397106,57.4,7275614
2000,ibaragi,6,0,"KOMATSU, TOYOMASA",JCP,2,0,0,8.6,52,4,4,19110,397106,57.4,2404009
2000,ibaragi,7,1,"NAKAMURA, KISHIRO",independent,99,9,1,44.1,51,5,1,88095,310270,66.1,8132817
2000,ibaragi,7,0,"TANAKA, KATSUYA",independent,99,0,0,26,47,5,2,51824,310270,66.1,21075490
2000,ibaragi,7,0,"NAGAOKA, YOJI",independent,99,0,0,18.2,49,5,3,36307,310270,66.1,15518102
2000,ibaragi,7,0,"NOMURA, ITSUO",LP,18,0,0,6.4,58,5,4,12749,310270,66.1,5410623
2000,ibaragi,7,0,"INABA, NOBUTOSHI",JCP,2,0,0,5.3,38,5,5,10579,310270,66.1,2708418
2000,ishikawa,1,0,"HASE, HIROSHI",LDP,1,1,1,48.8,39,3,1,107179,349000,64,12999909
2000,ishikawa,1,1,"OKUDA, KEN",DPJ,3,2,2,45.7,41,3,2,100392,349000,64,12095626
2000,ishikawa,1,0,"SATO, MASAYUKIB",JCP,2,0,0,5.5,32,3,3,11988,349000,64,383774
2000,ishikawa,2,1,"MORI, YOSHIRO",LDP,1,11,1,64.4,62,3,1,142457,304948,74.5,10798934
2000,ishikawa,2,1,"ICHIKAWA, YASUO",LP,18,2,2,30.6,58,3,2,67756,304948,74.5,13128771
2000,ishikawa,2,0,"NISHIMURA, HIROSHI",JCP,2,0,0,4.9,45,3,3,10859,304948,74.5,953970
2000,ishikawa,3,1,"KAWARA, TSUTOMU",LDP,1,10,1,72.4,63,4,1,133667,280089,68.3,7082668
2000,ishikawa,3,0,"IKEDA, KENZABURO",DPJ,3,0,0,21.5,31,4,2,39687,280089,68.3,9199178
2000,ishikawa,3,0,"SAKAMOTO, HIROSHIA",JCP,2,0,0,4.4,36,4,3,8176,280089,68.3,1462066
2000,ishikawa,3,0,"TANEBE, HIDEYUKI",jiyu-rengo,10,0,0,1.7,33,4,4,3123,280089,68.3,4496205
2000,iwate,1,1,"TATSUSO, TAKUYA",LP,18,2,1,43,36,5,1,74835,266040,66.2,17442744
2000,iwate,1,1,"TAMAZAWA, TOKUICHIRO",LDP,1,7,0,37.7,62,5,2,65597,266040,66.2,9687444
2000,iwate,1,0,"GOTO, YURIKO",SDP,9,0,0,9.9,51,5,3,17309,266040,66.2,8692219
2000,iwate,1,0,"SATO, RYUGORO",JCP,2,0,0,5.3,59,5,4,9261,266040,66.2,2908346
2000,iwate,1,0,"FUJIKURA, KIKUJI",DPJ,3,0,0,4,56,5,5,6964,266040,66.2,7605574
2000,iwate,2,1,"SUZUKI, SHUNICHI",LDP,1,4,1,58.7,47,4,1,119022,313565,66.1,19091628
2000,iwate,2,2,"KUDO, KENTARO",LP,18,2,2,26.5,57,4,2,53743,313565,66.1,11843900
2000,iwate,2,0,"HATTA, MICHITAKA",SDP,9,0,0,9.6,44,4,3,19567,313565,66.1,10674724
2000,iwate,2,0,"NISHIYAMA, TSUYOSHIB",JCP,2,0,0,5.2,47,4,4,10493,313565,66.1,2288578
2000,iwate,3,0,"KIKAWADA, TORU",LP,18,1,1,30.9,46,7,1,58776,265150,73.5,19699549
2000,iwate,3,2,"NAKAMURA, RIKI",independent,99,1,0,27.5,38,7,2,52368,265150,73.5,8905176
2000,iwate,3,2,"SHIGA, SETSU",LDP,1,8,0,16.1,67,7,3,30623,265150,73.5,12731386
2000,iwate,3,1,"SASAKI, YOHEI",CP,30,1,0,10.5,58,7,4,20000,265150,73.5,16856399
2000,iwate,3,0,"KUMAGAI, SHUJI",DPJ,3,0,0,8.1,40,7,5,15483,265150,73.5,6631983
2000,iwate,3,0,"KIKUCHI, YUKIO",JCP,2,0,0,5.5,41,7,6,10414,265150,73.5,2960322
2000,iwate,3,0,"KATO, TADASHI",independent,99,0,0,1.5,67,7,7,2846,265150,73.5,738618
2000,iwate,4,1,"OZAWA, ICHIRO",LP,18,11,1,59.7,58,4,1,119099,282948,71.8,15012463
2000,iwate,4,0,"KIMURA, YUKIHIRO",SDP,9,0,0,18.8,40,4,2,37417,282948,71.8,8070563
2000,iwate,4,0,"IGATA, KOICHI",LDP,1,0,0,14.5,34,4,3,28926,282948,71.8,7229693
2000,iwate,4,0,"SAKAMOTO, RYOKO",JCP,2,0,0,7,52,4,4,14051,282948,71.8,2921290
2000,kagawa,1,0,"HIRAI, TAKUYA",independent,99,1,1,45.5,42,4,1,85578,298520,64.8,25530255
2000,kagawa,1,1,"FUJIMOTO, TAKAO",LDP,1,10,0,33,69,4,2,62065,298520,64.8,16422888
2000,kagawa,1,2,"KATO, SHIGEAKI",SDP,9,1,0,14.7,53,4,3,27733,298520,64.8,4981818
2000,kagawa,1,0,"MATSUBARA, AKIO",JCP,2,0,0,6.7,44,4,4,12667,298520,64.8,2040520
2000,kagawa,2,1,"KIMURA, YOSHIOC",LDP,1,5,1,53.6,52,4,1,84030,274932,59.8,20594751
2000,kagawa,2,2,"MANABE, MITSUHIRO",DPJ,3,1,0,33.8,60,4,2,53015,274932,59.8,10784452
2000,kagawa,2,0,"MATSUMURA, HISASHI",JCP,2,0,0,7.4,59,4,3,11532,274932,59.8,2065547
2000,kagawa,2,0,"INOZUKA, TAKESHI",independent,99,0,0,5.3,32,4,4,8265,274932,59.8,880947
2000,kagawa,3,1,"ONO, YOSHINORI",LDP,1,5,1,59.9,64,3,1,90690,252829,62.2,18679230
2000,kagawa,3,0,"OKUDA, KENJI",SDP,9,0,0,25,55,3,2,37759,252829,62.2,4013418
2000,kagawa,3,0,"SHIRAKAWA, YOKO",JCP,2,0,0,15.1,34,3,3,22887,252829,62.2,2046263
2000,kagoshima,1,1,"YASUOKA, OKIHARU",LDP,1,8,1,47.8,61,3,1,87729,322298,58.2,11044412
2000,kagoshima,1,1,"KAWAUCHI, HIROSHI",DPJ,3,2,2,42.9,38,3,2,78684,322298,58.2,22093690
2000,kagoshima,1,0,"IWAIZAKO, MITSUHARU",JCP,2,0,0,9.3,57,3,3,17023,322298,58.2,1311982
2000,kagoshima,2,2,"TOKUDA, TORAO",jiyu-rengo,10,3,1,50.3,62,3,1,102233,278463,74.4,26973809
2000,kagoshima,2,1,"SONODA, SHUKO",LDP,1,1,0,44.9,43,3,2,91162,278463,74.4,11831661
2000,kagoshima,2,0,"YAMAGUCHI, HARUKI",JCP,2,0,0,4.8,47,3,3,9744,278463,74.4,1243723
2000,kagoshima,3,1,"MIYAJI, KAZUAKI",LDP,1,4,1,72.1,59,3,1,127315,271016,67,18056532
2000,kagoshima,3,0,"OZONO, SHOJI",DPJ,3,0,0,19,42,3,2,33590,271016,67,8499167
2000,kagoshima,3,0,"MURAYAMA, SATORU",JCP,2,0,0,8.9,52,3,3,15651,271016,67,773151
2000,kagoshima,4,1,"OZATO, SADATOSHI",LDP,1,8,1,63,69,3,1,113144,269415,68,19403107
2000,kagoshima,4,1,"HAMADA, KENICHI",SDP,9,2,0,32.9,49,3,2,59184,269415,68,7454102
2000,kagoshima,4,0,"KAWANAMI, TAKAYUKI",JCP,2,0,0,4.1,64,3,3,7377,269415,68,1043763
2000,kagoshima,5,1,"YAMANAKA, SADANORI",LDP,1,16,1,60.6,78,5,1,110962,257689,72.7,20257853
2000,kagoshima,5,0,"HASHIGUCHI, RYOICHI",jiyu-rengo,10,0,0,20.6,50,5,2,37779,257689,72.7,14285337
2000,kagoshima,5,0,"KAJIHARA, HIRONORI",DPJ,3,0,0,9.7,52,5,3,17769,257689,72.7,4154985
2000,kagoshima,5,0,"HIRANO, HANTEN",LP,18,0,0,5.2,62,5,4,9449,257689,72.7,11735735
2000,kagoshima,5,0,"FUKUHARA, SHUICHI",JCP,2,0,0,3.8,52,5,5,7029,257689,72.7,944584
2000,kanagawa,1,1,"SATO, KENICHIRO",DPJ,3,4,1,40.1,53,5,1,91578,395693,59.5,7205320
2000,kanagawa,1,1,"MATSUMOTO, JUN",LDP,1,1,0,35.5,50,5,2,81245,395693,59.5,14016794
2000,kanagawa,1,0,"MUNAKATA, TAKASHI",JCP,2,0,0,12.4,55,5,3,28411,395693,59.5,3806290
2000,kanagawa,1,0,"IIJIMA, HIROSHI",LP,18,0,0,10.4,37,5,4,23783,395693,59.5,4728973
2000,kanagawa,1,0,"MATSUDA, KIYOSHI",jiyu-rengo,10,0,0,1.6,51,5,5,3593,395693,59.5,2990434
2000,kanagawa,2,1,"SUGA, YOSHIHIDE",LDP,1,2,1,42.3,51,3,1,95960,403608,58.8,12989766
2000,kanagawa,2,0,"OIDE, AKIRA",DPJ,3,1,2,41.2,49,3,2,93434,403608,58.8,10373489
2000,kanagawa,2,0,"YUKAWA, MIWAKO",JCP,2,0,0,16.5,48,3,3,37485,403608,58.8,3146430
2000,kanagawa,3,1,"OKONOGI, HACHIRO",LDP,1,3,1,29.3,35,6,1,61016,375084,56.7,17623360
2000,kanagawa,3,0,"KATO, NAOHIKO",DPJ,3,0,0,26.6,63,6,2,55389,375084,56.7,6384059
2000,kanagawa,3,1,"NISHIKAWA, TOMOO",others,100,1,0,19.9,51,6,3,41429,375084,56.7,13638469
2000,kanagawa,3,0,"OMACHI, TETSUYA",JCP,2,0,0,14.2,41,6,4,29546,375084,56.7,3594684
2000,kanagawa,3,0,"KAMACHI, SHIGENORI",LP,18,0,0,7.4,53,6,5,15478,375084,56.7,.
2000,kanagawa,3,0,"KIMURA, SAYOKO",jiyu-rengo,10,0,0,2.7,50,6,6,5613,375084,56.7,2110000
2000,kanagawa,4,0,"OISHI, HISAKO",DPJ,3,1,1,37.6,63,7,1,73979,315650,64,4721515
2000,kanagawa,4,1,"IIJIMA, TADAYOSHI",LDP,1,1,0,26.7,55,7,2,52468,315650,64,10191971
2000,kanagawa,4,0,"TAKANO, YOSHIHIRO",jiyu-rengo,10,0,0,18.6,52,7,3,36528,315650,64,13097881
2000,kanagawa,4,0,"TANAKA, YOSHIHIKO",JCP,2,0,0,10.2,61,7,4,20127,315650,64,3707325
2000,kanagawa,4,0,"SAKAI, FUMIHIKO",independent,99,0,0,4.6,46,7,5,8969,315650,64,6611488
2000,kanagawa,4,0,"KAWAKAMI, MASATOSHI",independent,99,0,0,1.3,41,7,6,2549,315650,64,1313085
2000,kanagawa,4,0,"ATSUMI, KAZUYA",independent,99,0,0,1,42,7,7,1896,315650,64,2466546
2000,kanagawa,5,1,"TANAKA, KEISHU",DPJ,3,4,1,51.9,62,3,1,128010,412607,61.6,13127012
2000,kanagawa,5,0,"SUZUKI, ISSEI",LDP,1,0,0,28.5,58,3,2,70343,412607,61.6,20580275
2000,kanagawa,5,1,"OMORI, TAKESHI",JCP,2,2,2,19.5,55,3,3,48146,412607,61.6,2845049
2000,kanagawa,6,1,"IKEDA, MOTOHISA",DPJ,3,3,1,34.2,59,5,1,77169,366231,62.6,10699547
2000,kanagawa,6,1,"UEDA, ISAMU",CGP,5,3,2,23.1,41,5,2,52175,366231,62.6,18189585
2000,kanagawa,6,0,"SATO, SHIGERU",independent,99,0,0,20.2,45,5,3,45624,366231,62.6,5551317
2000,kanagawa,6,0,"FUJII, MIDORI",JCP,2,0,0,11.7,44,5,4,26355,366231,62.6,2914439
2000,kanagawa,6,2,"TSUCHIDA, RYUSHI",LP,18,2,2,10.8,48,5,5,24444,366231,62.6,6222899
2000,kanagawa,7,1,"SUZUKI, TSUNEO",LDP,1,4,1,32.3,59,6,1,85340,471374,57.8,11314699
2000,kanagawa,7,0,"SUDO, NOBUHIKO",DPJ,3,1,2,30.3,55,6,2,80189,471374,57.8,8085395
2000,kanagawa,7,0,"HIDAKA, TAKESHI",LP,18,1,2,14.3,34,6,3,37827,471374,57.8,8054025
2000,kanagawa,7,0,"ISHIHARA, MAMORU",SDP,9,0,0,11.2,63,6,4,29620,471374,57.8,3693672
