year,ku,kun,status,name,party,party_code,previous,wl,voteshare,age,nocand,rank,vote,eligible,turnout,exp,party
2000,aomori,1,0,"HORI, YUKIMITSU",,2,0,0,8.6,52,4,4,16094,355099,54.3,2558107,JCP
2000,aomori,2,0,"MIMURA, SHINGO",,98,0,1,46.9,44,4,1,80338,245982,70.6,8988196,mushozokuno
2000,aomori,2,1,"ETO, AKINORI",,1,1,0,43.3,44,4,2,74118,245982,70.6,12156842,LDP
2000,aomori,2,0,"KINOSHITA, CHIYOJI",,9,0,0,7.7,67,4,3,13112,245982,70.6,5446647,SDP
2000,aomori,2,0,"KUDO, NAIKI",,2,0,0,2.1,55,4,4,3645,245982,70.6,2121152,JCP
2000,aomori,3,1,"OOSHIMA, TADAMORI",,1,6,1,56.6,53,3,1,93602,263867,63.7,18170023,LDP
2000,aomori,3,0,"TANABU, MASAYO",,3,0,0,38.8,30,3,2,64203,263867,63.7,13430589,DPJ
2000,aomori,3,0,"MATSUHASHI, MITSUO",,2,0,0,4.6,50,3,3,7540,263867,63.7,1923459,JCP
2000,aomori,4,1,"KIMURA, TARO",,1,2,1,69.0,34,3,1,126056,321554,59.0,16827735,LDP
2000,aomori,4,0,"TAZAWA, MAKIKO",,9,0,0,19.9,31,3,2,36354,321554,59.0,6372891,SDP
2000,aomori,4,0,"ENDO, SETSUKO",,2,0,0,11.1,56,3,3,20334,321554,59.0,5326995,JCP
2000,chiba,1,1,"USUI, HIDEO",,1,7,1,44.8,61,4,1,90358,358426,58.3,11944463,LDP
2000,chiba,1,1,"KITAMURA, TETSUO",,3,1,0,32.9,62,4,2,66378,358426,58.3,8973129,DPJ
2000,chiba,1,0,"KOSHIBA, REIKO",,2,0,0,16.1,65,4,3,32492,358426,58.3,3260085,JCP
2000,chiba,1,0,"KIMURA, MIYUKI",,10,0,0,6.2,27,4,4,12470,358426,58.3,2110000,jiyu-rengo
2000,chiba,2,0,"NAGATA, HISAYASU",,3,1,1,34.2,30,5,1,82074,397893,61.5,13749939,DPJ
2000,chiba,2,1,"EGUCHI, KAZUO",,1,3,0,30.5,62,5,2,73197,397893,61.5,15212815,LDP
2000,chiba,2,1,"TOMITA, SHIGEYUKI",,5,2,0,19.7,46,5,3,47322,397893,61.5,12126674,CGP
2000,chiba,2,0,"NAKAMURA, TOSHIOC",,2,0,0,13.4,70,5,4,32216,397893,61.5,3749064,JCP
2000,chiba,2,0,"KUDO, TADATSUGU",,10,0,0,2.2,34,5,5,5216,397893,61.5,2110000,jiyu-rengo
2000,chiba,3,0,"MATSUNO, HIROKAZU",,1,1,1,39.0,37,5,1,95311,414880,60.5,15615703,LDP
2000,chiba,3,1,"OKAJIMA, MASAYUKI",,30,4,0,26.3,69,5,2,64182,414880,60.5,17895150,CP
2000,chiba,3,0,"TAKEUCHI, KEIJI",,3,0,0,22.0,32,5,3,53862,414880,60.5,10474531,DPJ
2000,chiba,3,0,"KUROSU, YASUYO",,2,0,0,11.2,39,5,4,27248,414880,60.5,3802969,JCP
2000,chiba,3,0,"FUJINO, SEIGO",,10,0,0,1.5,37,5,5,3725,414880,60.5,2110000,jiyu-rengo
2000,chiba,4,2,"NODA, YOSHIHIKO",,3,2,1,47.3,43,4,1,116156,444237,56.8,2520000,DPJ
2000,chiba,4,0,"NISHIO, KENICHI",,1,0,0,31.0,49,4,2,76067,444237,56.8,5957950,LDP
2000,chiba,4,0,"ISHII, SHOJIA",,2,0,0,18.1,55,4,3,44586,444237,56.8,5695828,JCP
2000,chiba,4,0,"AKIMOTO, YUTAKA",,10,0,0,3.6,62,4,4,8899,444237,56.8,2412734,jiyu-rengo
2000,chiba,5,1,"TANAKA, KOC",,3,3,1,43.5,43,5,1,100292,427932,55.4,9118031,DPJ
2000,chiba,5,2,"KANO, MASARU",,1,2,0,34.7,65,5,2,80093,427932,55.4,14323781,LDP
2000,chiba,5,0,"NAKAJIMA, MAKOTO",,2,0,0,11.0,51,5,3,25410,427932,55.4,3290578,JCP
2000,chiba,5,0,"FUJIWARA, MAKOTO",,9,0,0,7.9,68,5,4,18258,427932,55.4,5814424,SDP
2000,chiba,5,0,"SATO, HIROMI",,10,0,0,2.9,32,5,5,6610,427932,55.4,2110000,jiyu-rengo
2000,chiba,6,1,"UBUKATA, YUKIO",,3,2,1,41.0,52,4,1,78359,348139,57.2,8822501,DPJ
2000,chiba,6,1,"IOKU, SADAO",,1,3,0,38.5,61,4,2,73462,348139,57.2,17945305,LDP
2000,chiba,6,0,"YUDA, HIROO",,2,0,0,12.5,63,4,3,23913,348139,57.2,5851244,JCP
2000,chiba,6,0,"SHIMAMURA, YOSHIYUKI",,10,0,0,8.0,53,4,4,15197,348139,57.2,10658339,jiyu-rengo
2000,chiba,7,1,"MATSUMOTO, KAZUNA",,1,2,1,38.8,61,5,1,81252,373320,59.1,18167935,LDP
2000,chiba,7,0,"UCHIYAMA, AKIRA",,3,0,0,29.7,46,5,2,62292,373320,59.1,12553888,DPJ
2000,chiba,7,0,"SENOO, NANAE",,2,0,0,15.2,57,5,3,31930,373320,59.1,5495442,JCP
2000,chiba,7,0,"KITAZUMI, TORAO",,9,0,0,11.7,73,5,4,24432,373320,59.1,5163660,SDP
2000,chiba,7,0,"MISUMI, KAZUO",,10,0,0,4.6,42,5,5,9637,373320,59.1,7014960,jiyu-rengo
2000,chiba,8,2,"NAGAHAMA, HIROYUKI",,3,2,1,39.6,41,5,1,91220,396931,59.8,10646358,DPJ
2000,chiba,8,1,"SAKURADA, YOSHITAKA",,1,2,2,38.2,50,5,2,88065,396931,59.8,10431274,LDP
2000,chiba,8,0,"TAKADA, YASUNORI",,2,0,0,10.1,61,5,3,23235,396931,59.8,5264521,JCP
2000,chiba,8,0,"SASAKI, TOSHIOA",,9,0,0,9.3,57,5,4,21429,396931,59.8,4894469,SDP
2000,chiba,8,0,"HAYASHI, HIDEKAZU",,10,0,0,2.7,36,5,5,6294,396931,59.8,6151101,jiyu-rengo
2000,chiba,9,1,"MIZUNO, KENICHI",,1,2,1,42.9,33,5,1,103381,428734,59.0,5192136,LDP
2000,chiba,9,2,"SUDO, HIROSHI",,3,1,0,29.6,42,5,2,71184,428734,59.0,5175066,DPJ
2000,chiba,9,0,"SEKI, KAZUO",,2,0,0,13.2,68,5,3,31671,428734,59.0,3908441,JCP
2000,chiba,9,0,"UBUKATA, SHIN",,18,0,0,12.4,50,5,4,29777,428734,59.0,.,LP
2000,chiba,9,0,"FURUHASHI, KIYOSHI",,10,0,0,2.0,45,5,5,4733,428734,59.0,2110000,jiyu-rengo
2000,chiba,10,1,"HAYASHI, MOTOO",,1,3,1,63.9,53,4,1,126838,364381,57.0,17555514,LDP
2000,chiba,10,0,"KUROYANAGI, HIROSHI",,3,0,0,19.2,41,4,2,38207,364381,57.0,6814703,DPJ
2000,chiba,10,0,"TAKADA, NORIKO",,2,0,0,12.8,47,4,3,25446,364381,57.0,2698299,JCP
2000,chiba,10,0,"HAYASHI, AKIO",,99,0,0,4.0,47,4,4,8038,364381,57.0,.,independent
2000,chiba,11,1,"MORI, EISUKE",,1,4,1,66.4,51,3,1,135151,367859,58.2,6907306,LDP
2000,chiba,11,0,"MATSUMOTO, MASAHITO",,3,0,0,22.3,40,3,2,45465,367859,58.2,.,DPJ
2000,chiba,11,0,"KOGURE, YOSHIO",,2,0,0,11.3,41,3,3,23064,367859,58.2,4109921,JCP
2000,chiba,12,1,"NAKAMURA, SHOZABURO",,1,8,1,58.6,65,4,1,124966,384578,58.8,13756296,LDP
2000,chiba,12,1,"HANDA, ZENZO",,3,1,0,26.8,49,4,2,57064,384578,58.8,12695540,DPJ
2000,chiba,12,0,"KAMOSHIDA, YASUHIRO",,2,0,0,8.6,44,4,3,18305,384578,58.8,2747414,JCP
2000,chiba,12,0,"MURATA, HIDEYASU",,10,0,0,6.0,55,4,4,12804,384578,58.8,3305284,jiyu-rengo
2000,ehime,1,2,"SHIOZAKI, YASUHISA",,1,2,1,54.3,49,5,1,108655,370173,56.1,22015403,LDP
2000,ehime,1,2,"UTSUNOMIYA, MAYUMI",,3,1,0,26.0,50,5,2,52046,370173,56.1,12823391,DPJ
2000,ehime,1,0,"HAYASHI, NORIKO",,2,0,0,8.7,38,5,3,17429,370173,56.1,618036,JCP
2000,ehime,1,0,"EIWA, YOSHIKO",,9,0,0,8.3,54,5,4,16512,370173,56.1,6264035,SDP
2000,ehime,1,0,"OTA, HIROYUKI",,10,0,0,2.7,40,5,5,5485,370173,56.1,5119211,jiyu-rengo
2000,ehime,2,1,"MURAKAMI, SEIICHIRO",,1,5,1,64.1,48,3,1,113616,300149,62.3,12483475,LDP
2000,ehime,2,0,"UMEZAKI, YUKIO",,9,0,0,24.1,63,3,2,42673,300149,62.3,6524020,SDP
2000,ehime,2,0,"AKIYAMA, KATSUMI",,2,0,0,11.8,57,3,3,20952,300149,62.3,1682808,JCP
2000,ehime,3,1,"ONO, SHINYA",,1,3,1,53.5,45,4,1,82345,272549,58.4,14461364,LDP
2000,ehime,3,0,"FUJIWARA, TOSHITAKA",,3,0,0,22.9,49,4,2,35309,272549,58.4,8631193,DPJ
2000,ehime,3,0,"FUJITA, TAKAKAGE",,9,0,0,14.7,51,4,3,22601,272549,58.4,8072186,SDP
2000,ehime,3,0,"HIRAMOTO, TETSURO",,2,0,0,8.8,56,4,4,13607,272549,58.4,1863553,JCP
2000,ehime,4,1,"YAMAMOTO, KOICHIB",,1,3,1,83.6,52,2,1,142982,261688,68.8,21265166,LDP
2000,ehime,4,0,"TOKUUCHI, ATSUMI",,2,0,0,16.4,56,2,2,28044,261688,68.8,1945901,JCP
2000,fukui,1,0,"MATSUMIYA, ISAO",,1,1,1,43.0,56,4,1,61707,217680,67.1,21469678,LDP
2000,fukui,1,1,"SASAKI, RYUZO",,99,2,0,37.8,43,4,2,54234,217680,67.1,20283632,independent
2000,fukui,1,0,"AOKI, KO",,3,0,0,11.5,52,4,3,16507,217680,67.1,8886581,DPJ
2000,fukui,1,0,"KANEMOTO, SACHIE",,2,0,0,7.7,42,4,4,10998,217680,67.1,2394122,JCP
2000,fukui,2,1,"MAKINO, TAKAMORI",,1,6,1,68.5,74,3,1,98361,216427,68.2,13721897,LDP
2000,fukui,2,0,"KYOTO, KEIMIN",,3,0,0,25.2,59,3,2,36125,216427,68.2,9083607,DPJ
2000,fukui,2,0,"NONAMI, EIICHIRO",,2,0,0,6.4,59,3,3,9126,216427,68.2,2476379,JCP
2000,fukui,3,0,"TAKAGI, TSUYOSHI",,1,1,1,52.5,44,3,1,81698,214658,74.0,17992300,LDP
2000,fukui,3,1,"TSUJI, KAZUHIKO",,3,5,0,42.7,75,3,2,66398,214658,74.0,11649055,DPJ
2000,fukui,3,0,"OYANAGI, SHIGEOMI",,2,0,0,4.7,46,3,3,7384,214658,74.0,1787791,JCP
2000,fukuoka,1,1,"MATSUMOTO, RYU",,3,4,1,46.3,49,4,1,82241,336473,54.8,6906266,DPJ
2000,fukuoka,1,0,"NISHIDA, TOJI",,1,0,0,38.6,48,4,2,68483,336473,54.8,8529473,LDP
2000,fukuoka,1,0,"OGA, SAWAKO",,2,0,0,11.1,56,4,3,19690,336473,54.8,3601890,JCP
2000,fukuoka,1,0,"ISHIDA, MIKA",,10,0,0,4.0,34,4,4,7101,336473,54.8,3573815,jiyu-rengo
2000,fukuoka,2,1,"YAMASAKI, TAKU",,1,10,1,44.9,63,4,1,93234,397059,55.1,16937575,LDP
2000,fukuoka,2,0,"IWAMOTO, TSUKASA",,3,0,0,38.3,35,4,2,79544,397059,55.1,7295952,DPJ
2000,fukuoka,2,0,"SHIMIZU, TOSHIKO",,2,0,0,11.9,50,4,3,24762,397059,55.1,3452832,JCP
2000,fukuoka,2,0,"JONO, MIYOKO",,10,0,0,4.9,48,4,4,10178,397059,55.1,6794338,jiyu-rengo
2000,fukuoka,3,1,"OTA, SEIICHI",,1,7,1,50.1,54,4,1,104346,357116,60.1,13486597,LDP
2000,fukuoka,3,0,"FUJITA, KAZUE",,3,0,0,38.8,50,4,2,80731,357116,60.1,12438669,DPJ
2000,fukuoka,3,0,"KUMAGAI, ATSUKO",,2,0,0,9.0,48,4,3,18691,357116,60.1,3181505,JCP
2000,fukuoka,3,0,"KUBOKAWA, KAZUE",,10,0,0,2.2,64,4,4,4493,357116,60.1,5652628,jiyu-rengo
2000,fukuoka,4,1,"WATANABE, TOMOYOSHI",,1,2,1,47.4,59,3,1,87327,304572,62.8,16514618,LDP
2000,fukuoka,4,0,"NARAZAKI, KINYA",,3,1,2,42.4,56,3,2,78128,304572,62.8,6869463,DPJ
2000,fukuoka,4,0,"MATSUO, TORAHIKO",,2,0,0,10.2,58,3,3,18802,304572,62.8,2673577,JCP
2000,fukuoka,5,1,"HARADA, YOSHIAKI",,1,3,1,42.6,55,4,1,93343,374488,61.1,7175510,LDP
2000,fukuoka,5,1,"MATSUMOTO, YUIKO",,3,1,0,26.6,63,4,2,58392,374488,61.1,8552032,DPJ
2000,fukuoka,5,0,"SATO, KOZO",,10,0,0,21.4,64,4,3,47002,374488,61.1,14408299,jiyu-rengo
2000,fukuoka,5,0,"MORIYAMA, AKIKO",,2,0,0,9.4,55,4,4,20608,374488,61.1,2139565,JCP
2000,fukuoka,6,1,"KOGA, MASAHIRO",,1,5,1,48.4,65,4,1,105423,360407,62.7,21595374,LDP
2000,fukuoka,6,1,"KOGA, ISSEI",,3,4,2,41.7,52,4,2,90862,360407,62.7,24097652,DPJ
2000,fukuoka,6,0,"MARUBAYASHI, HIDEHIKO",,2,0,0,7.3,58,4,3,15931,360407,62.7,2106999,JCP
2000,fukuoka,6,0,"HARA, TAKEO",,10,0,0,2.6,62,4,4,5770,360407,62.7,4598197,jiyu-rengo
2000,fukuoka,7,1,"KOGA, MAKOTOA",,1,7,1,58.1,59,4,1,124024,325811,67.8,17444533,LDP
2000,fukuoka,7,2,"HOSOYA, HARUMICHI",,3,2,0,32.5,61,4,2,69388,325811,67.8,9742167,DPJ
2000,fukuoka,7,0,"YAMADA, SHINICHIRO",,2,0,0,8.2,51,4,3,17419,325811,67.8,3099553,JCP
2000,fukuoka,7,0,"YAMAMOTO, YOSHIO",,10,0,0,1.2,57,4,4,2520,325811,67.8,3120807,jiyu-rengo
2000,fukuoka,8,1,"ASO, TARO",,1,6,1,49.9,59,5,1,120178,376554,66.6,7825326,LDP
2000,fukuoka,8,1,"IWATA, JUNSUKE",,3,3,0,27.1,62,5,2,65280,376554,66.6,9953537,DPJ
2000,fukuoka,8,0,"SAKAMOTO, MASAKO",,2,0,0,10.9,58,5,3,26266,376554,66.6,2799827,JCP
2000,fukuoka,8,0,"OTSUKA, KAZUHIRO",,9,0,0,10.4,62,5,4,25021,376554,66.6,8746082,SDP
2000,fukuoka,8,0,"YAMAMOTO, MIEKO",,10,0,0,1.7,53,5,5,4029,376554,66.6,6226779,jiyu-rengo
2000,fukuoka,9,1,"KITAHASHI, KENJI",,3,4,1,43.5,47,4,1,102016,395934,60.8,8964347,DPJ
2000,fukuoka,9,2,"MIHARA, ASAHIKO",,1,3,0,34.9,53,4,2,81809,395934,60.8,16711598,LDP
2000,fukuoka,9,2,"OZAWA, KAZUAKI",,2,4,2,19.0,68,4,3,44462,395934,60.8,2858698,JCP
2000,fukuoka,9,0,"WATANABE, NOBUYUKI",,10,0,0,2.6,36,4,4,5977,395934,60.8,4052235,jiyu-rengo
2000,fukuoka,10,1,"JIMI, SHOZABURO",,1,6,1,40.8,54,5,1,88446,411978,55.0,15986703,LDP
2000,fukuoka,10,1,"SHIMAZU, NAOZUMI",,3,1,0,22.0,55,5,2,47792,411978,55.0,8754421,DPJ
2000,fukuoka,10,0,"NIHI, SOHEI",,2,0,0,17.5,36,5,3,37881,411978,55.0,2239009,JCP
2000,fukuoka,10,0,MORIMOTOYUMI,,9,0,0,16.5,34,5,4,35856,411978,55.0,3588934,SDP
2000,fukuoka,10,0,"OCHIAI, KEIKO",,10,0,0,3.2,38,5,5,7046,411978,55.0,4264842,jiyu-rengo
2000,fukuoka,11,1,"YAMAMOTO, KOZO",,99,3,1,36.3,51,5,1,68440,276729,69.9,18467261,independent
2000,fukuoka,11,0,"TAKEDA, RYOTA",,1,0,0,34.9,32,5,2,65838,276729,69.9,3620822,LDP
2000,fukuoka,11,1,"NAKANISHI, SEKISUKE",,9,9,2,21.8,74,5,3,41152,276729,69.9,12106809,SDP
2000,fukuoka,11,0,"YANATAKE, FUKUYO",,2,0,0,6.2,62,5,4,11608,276729,69.9,2391330,JCP
2000,fukuoka,11,0,"ITO, KOKI",,10,0,0,0.9,56,5,5,1698,276729,69.9,5335297,jiyu-rengo
2000,fukushima,1,1,"SATO, TAKEO",,1,3,1,30.2,72,6,1,89353,426676,70.4,21312937,LDP
2000,fukushima,1,0,"KAMEOKA, TAKETAMI",,99,0,0,23.3,44,6,2,68875,426676,70.4,4908783,independent
2000,fukushima,1,1,"KOHATA, KODO",,3,2,0,19.2,53,6,3,56838,426676,70.4,10505612,DPJ
2000,fukushima,1,2,"ISHIHARA, KENTARO",,18,2,0,10.9,62,6,4,32166,426676,70.4,8974002,LP
2000,fukushima,1,2,"SATO, TSUNEHARU",,9,1,0,9.6,64,6,5,28252,426676,70.4,7533625,SDP
2000,fukushima,1,0,"NIMI, MASAYO",,2,0,0,6.7,54,6,6,19927,426676,70.4,2654736,JCP
2000,fukushima,2,1,"NEMOTO, TAKUMI",,1,3,1,52.5,49,4,1,116835,334492,67.7,19470415,LDP
2000,fukushima,2,2,"MASHIKO, TERUHIKO",,3,2,0,35.9,52,4,2,80005,334492,67.7,8113192,DPJ
2000,fukushima,2,0,"MURAKAMI, TAKESHI",,9,0,0,6.4,51,4,3,14186,334492,67.7,5290196,SDP
2000,fukushima,2,0,"HIDA, TOSHIMITSU",,2,0,0,5.3,50,4,4,11714,334492,67.7,2164167,JCP
2000,fukushima,3,1,"GEMBA, KOICHIRO",,3,2,1,53.8,36,3,1,118385,294555,76.3,14118454,DPJ
2000,fukushima,3,1,"HOZUMI, YOSHIYUKI",,1,4,0,41.4,65,3,2,91081,294555,76.3,14065453,LDP
2000,fukushima,3,0,"SUZUKI, SHOICHIA",,2,0,0,4.9,46,3,3,10683,294555,76.3,1811468,JCP
2000,fukushima,4,1,"WATANABE, KOZOB",,98,11,1,50.7,68,3,1,102631,256788,80.0,10236493,mushozokuno
2000,fukushima,4,0,"YAMAUCHI, HIDEO",,1,0,0,43.7,48,3,2,88501,256788,80.0,11792692,LDP
2000,fukushima,4,0,"HARADA, TOSHIHIRO",,2,0,0,5.6,40,3,3,11312,256788,80.0,2234435,JCP
2000,fukushima,5,0,"YOSHINO, MASAYOSHI",,1,0,1,52.6,51,3,1,109270,345166,62.0,12911984,LDP
2000,fukushima,5,0,"YOSHIDA, IZUMI",,3,0,0,35.6,51,3,2,73904,345166,62.0,13857220,DPJ
2000,fukushima,5,0,"YOSHIDA, EISAKU",,2,0,0,11.8,41,3,3,24616,345166,62.0,3167837,JCP
2000,gifu,1,1,"NODA, SEIKO",,1,3,1,52.3,39,5,1,100425,322383,61.1,15341894,LDP
2000,gifu,1,2,"WATANABE, KAZO",,3,3,0,29.6,74,5,2,56751,322383,61.1,11122271,DPJ
2000,gifu,1,0,"KINOSHITA, RITSUKO",,2,0,0,11.2,53,5,3,21523,322383,61.1,2576922,JCP
2000,gifu,1,0,"TODA, JIRO",,9,0,0,5.8,49,5,4,11171,322383,61.1,3556900,SDP
2000,gifu,1,0,"MAMIYA, KIYOSUKE",,10,0,0,1.0,43,5,5,1975,322383,61.1,2880436,jiyu-rengo
2000,gifu,2,1,"TANAHASHI, YASUFUMI",,1,2,1,57.3,37,3,1,120053,309597,69.0,18602540,LDP
2000,gifu,2,0,"KOJIMA, SHOJIRO",,3,0,0,36.2,46,3,2,75983,309597,69.0,9488635,DPJ
2000,gifu,2,0,"MORIZAKURA, FUSAYOSHI",,2,0,0,6.5,43,3,3,13635,309597,69.0,2317206,JCP
2000,gifu,3,1,"MUTO, KABUN",,1,12,1,53.0,73,3,1,129842,399716,63.5,22198885,LDP
2000,gifu,3,0,"SONODA, YASUHIRO",,3,0,0,36.7,33,3,2,89874,399716,63.5,9321781,DPJ
2000,gifu,3,0,"OGAWA, SATORU",,2,0,0,10.2,47,3,3,25042,399716,63.5,2608144,JCP
2000,gifu,4,1,"KANEKO, KAZUYOSHI",,1,5,1,62.5,57,3,1,157761,345453,74.9,15481876,LDP
2000,gifu,4,0,"YAMADA, RYOJI",,3,0,0,28.8,39,3,2,72675,345453,74.9,10451155,DPJ
2000,gifu,4,0,"SHIRAKAWA, MITSUO",,2,0,0,8.7,64,3,3,22078,345453,74.9,2409757,JCP
2000,gifu,5,1,"FURUYA, KEIJI",,1,3,1,57.6,47,3,1,114654,285666,71.2,12494219,LDP
2000,gifu,5,0,"TAKEDA, NORIO",,3,0,0,28.5,35,3,2,56658,285666,71.2,9761432,DPJ
2000,gifu,5,0,"KATO, TAKAO",,2,0,0,13.9,51,3,3,27684,285666,71.2,2803564,JCP
2000,gunma,1,1,"SATA, GENICHIRO",,1,4,1,59.1,47,3,1,134247,384573,61.6,21965581,LDP
2000,gunma,1,2,"KUMAKAWA, TSUGIO",,3,4,0,27.2,69,3,2,61658,384573,61.6,17995608,DPJ
2000,gunma,1,0,"YAMADA, FUMIKO",,2,0,0,13.7,53,3,3,31147,384573,61.6,2106210,JCP
2000,gunma,2,1,"SASAGAWA, TAKASHI",,1,5,1,39.7,64,4,1,76743,321468,62.0,17047518,LDP
2000,gunma,2,0,"MORITA, OSAMU",,99,0,0,29.3,50,4,2,56622,321468,62.0,7452964,independent
2000,gunma,2,0,"ISHIZEKI, KEI",,3,0,0,22.1,32,4,3,42756,321468,62.0,7729328,DPJ
2000,gunma,2,0,"KOSUGE, KEIJI",,2,0,0,8.8,49,4,4,16985,321468,62.0,3514257,JCP
2000,gunma,3,1,"YATSU, YOSHIO",,1,3,1,57.6,65,3,1,99345,290460,62.5,19295377,LDP
2000,gunma,3,0,"NAGANUMA, HIROMU",,3,0,0,35.2,49,3,2,60836,290460,62.5,14352253,DPJ
2000,gunma,3,0,"SHIBUSAWA, TETSUO",,2,0,0,7.2,41,3,3,12415,290460,62.5,3007558,JCP
2000,gunma,4,1,"FUKUDA, YASUO",,1,3,1,57.7,63,3,1,94517,282566,60.5,19340020,LDP
2000,gunma,4,0,"NAKAJIMA, MASAKI",,3,0,0,29.9,46,3,2,49063,282566,60.5,8151809,DPJ
2000,gunma,4,0,"NOMURA, KIYOKO",,2,0,0,12.4,57,3,3,20284,282566,60.5,1768125,JCP
2000,gunma,5,0,"OBUCHI, YUKO",,1,1,1,76.4,26,4,1,163991,314622,69.9,17469724,LDP
2000,gunma,5,2,"YAMAGUCHI, TSURUO",,9,11,0,16.7,74,4,2,35769,314622,69.9,6867787,SDP
2000,gunma,5,0,"HANDA, TADASHI",,2,0,0,5.4,58,4,3,11674,314622,69.9,2092803,JCP
2000,gunma,5,0,"ANDO, HIROYUKI",,10,0,0,1.5,50,4,4,3259,314622,69.9,6749830,jiyu-rengo
2000,hiroshima,1,1,"KISHIDA, FUMIO",,1,3,1,55.1,42,3,1,85482,300911,53.6,17608758,LDP
2000,hiroshima,1,0,"NISHIO, MASAEI",,3,0,0,32.1,39,3,2,49765,300911,53.6,13113327,DPJ
2000,hiroshima,1,0,"NIKAIDO, HIROSHI",,2,0,0,12.8,50,3,3,19778,300911,53.6,1709730,JCP
2000,hiroshima,2,1,"AWAYA, TOSHINOBU",,98,4,1,43.9,73,3,1,92316,373203,58.7,12861483,mushozokuno
2000,hiroshima,2,1,"HINOKIDA, JIN",,1,1,0,38.2,58,3,2,80198,373203,58.7,15398728,LDP
2000,hiroshima,2,0,"FUJIMOTO, SATOSHI",,2,0,0,17.9,45,3,3,37550,373203,58.7,1348888,JCP
2000,hiroshima,3,0,"MASUHARA, YOSHITAKE",,99,1,1,41.2,55,4,1,82012,333202,61.3,3488408,independent
2000,hiroshima,3,1,"KAWAI, KATSUYUKI",,1,2,0,33.0,37,4,2,65805,333202,61.3,23737472,LDP
2000,hiroshima,3,0,"KANEKO, TETSUOA",,9,1,2,18.3,51,4,3,36478,333202,61.3,4510622,SDP
2000,hiroshima,3,0,"OUE, KAZUKO",,2,0,0,7.5,46,4,4,14896,333202,61.3,1398181,JCP
2000,hiroshima,4,1,"NAKAGAWA, HIDENAO",,1,7,1,64.0,56,3,1,102900,278396,60.0,15559855,LDP
2000,hiroshima,4,0,"MATSUI, HIDEAKI",,9,0,0,25.2,49,3,2,40526,278396,60.0,3865589,SDP
2000,hiroshima,4,0,"KOJIMA, TOSHIE",,2,0,0,10.8,52,3,3,17390,278396,60.0,1588313,JCP
2000,hiroshima,5,1,"IKEDA, YUKIHIKO",,1,9,1,58.7,63,4,1,107954,288797,65.6,12866331,LDP
2000,hiroshima,5,0,"SASAKI, SHUICHI",,3,0,0,32.3,45,4,2,59332,288797,65.6,7214660,DPJ
2000,hiroshima,5,0,"KAKUTANI, SUSUMU",,2,0,0,7.0,53,4,3,12806,288797,65.6,1404184,JCP
2000,hiroshima,5,0,"MORI, SATORUA",,99,0,0,2.0,51,4,4,3769,288797,65.6,500000,independent
2000,hiroshima,6,1,"KAMEI, SHIZUKA",,1,8,1,57.9,63,3,1,138790,345351,71.8,15843830,LDP
2000,hiroshima,6,0,"SATO, KOJI",,18,1,2,33.9,40,3,2,81181,345351,71.8,6800599,LP
2000,hiroshima,6,0,"MURAKAMI, YOSHIHIKO",,2,0,0,8.2,62,3,3,19640,345351,71.8,1793458,JCP
2000,hiroshima,7,0,"MIYAZAWA, YOICHI",,1,1,1,55.7,50,3,1,112145,361333,57.6,21371594,LDP
2000,hiroshima,7,0,"YAMADA, TOSHIMASA",,3,1,2,34.0,50,3,2,68500,361333,57.6,9999590,DPJ
2000,hiroshima,7,0,"MORIKAWA, MIKIE",,2,0,0,10.3,50,3,3,20765,361333,57.6,1524392,JCP
2000,hokkaido,1,1,"YOKOMICHI, TAKAHIRO",,3,6,1,50.7,59,4,1,132514,431448,61.9,14525351,DPJ
2000,hokkaido,1,0,"KIMOTO, YOSHITAKA",,1,0,0,29.1,56,4,2,76047,431448,61.9,15989891,LDP
2000,hokkaido,1,0,"KOMURA, TEIZO",,2,0,0,12.3,53,4,3,32267,431448,61.9,2739950,JCP
2000,hokkaido,1,0,"HATTA, NOBUYUKI",,18,0,0,7.9,55,4,4,20554,431448,61.9,4822871,LP
2000,hokkaido,2,1,"YOSHIKAWA, TAKAMORI",,1,1,1,31.2,49,6,1,76276,407658,61.5,17772197,LDP
2000,hokkaido,2,0,"ISHIDA, YUKIKO",,3,0,0,26.1,50,6,2,63965,407658,61.5,10931973,DPJ
2000,hokkaido,2,0,"KAMI, TOMOKO",,2,0,0,24.7,45,6,3,60461,407658,61.5,3493605,JCP
2000,hokkaido,2,0,"MATSUKI, KENKO",,99,0,0,8.1,41,6,4,19775,407658,61.5,7639123,independent
2000,hokkaido,2,0,"ASANO, TAKAO",,9,0,0,6.4,44,6,5,15722,407658,61.5,4273833,SDP
2000,hokkaido,2,0,"FUJITA, TSUTOMU",,10,0,0,3.5,38,6,6,8456,407658,61.5,9490468,jiyu-rengo
2000,hokkaido,3,2,"ARAI, SATOSHI",,3,1,1,40.5,54,4,1,96653,408472,59.9,15186733,DPJ
2000,hokkaido,3,1,"ISHIZAKI, GAKU",,1,1,0,38.0,44,4,2,90694,408472,59.9,12199335,LDP
2000,hokkaido,3,1,"KODAMA, KENJI",,2,4,2,17.4,67,4,3,41499,408472,59.9,3299351,JCP
2000,hokkaido,3,0,"YOKOYAMA, MITSUHIRO",,10,0,0,4.2,50,4,4,9909,408472,59.9,18035456,jiyu-rengo
